date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
9/17/2023,16,greedy,Tate McRae,51,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
9/17/2023,17,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
9/17/2023,18,Chaleya,Anirudh Ravichander,74,200373,album,7,9/5/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
9/17/2023,19,Daylight,David Kushner,95,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
9/17/2023,20,Kill Bill,SZA,92,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
9/17/2023,21,Sprinter,Dave & Central Cee,95,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
9/17/2023,22,As It Was,Harry Styles,92,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
9/17/2023,23,un x100to,Grupo Frontera,80,194563,album,12,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
9/17/2023,24,Slow Dancing,V,91,187026,single,6,9/8/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
9/17/2023,25,Prada,cassö & RAYE & D-Block Europe,91,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
9/17/2023,26,Classy 101,Feid & Young Miko,94,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
9/17/2023,27,Flowers,Miley Cyrus,94,200600,album,13,3/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
9/17/2023,28,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,89,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
9/17/2023,29,Primera Cita,Carin Leon,85,186455,album,18,5/19/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
9/17/2023,30,La Bebe - Remix,Yng Lvcas & Peso Pluma,94,234352,single,2,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
9/17/2023,31,Holanda,Jhayco,92,231693,single,1,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
9/17/2023,32,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
9/17/2023,33,Ella Baila Sola,Eslabon Armado,87,165671,album,16,4/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
9/17/2023,34,Super Shy,NewJeans,94,154666,single,2,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
9/17/2023,35,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,90,194857,single,1,7/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27302ea9d69484ed871c3e34bea
9/17/2023,36,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,94,109750,single,1,6/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
9/17/2023,37,MI EX TENÍA RAZÓN,KAROL G,88,154374,album,9,8/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/17/2023,38,all-american bitch,Olivia Rodrigo,88,165833,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/17/2023,39,Starboy,The Weeknd,92,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
9/17/2023,40,WHERE SHE GOES,Bad Bunny,95,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
9/17/2023,41,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
9/17/2023,42,(It Goes Like) Nanana - Edit,Peggy Gou,94,231545,single,1,6/15/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2739a8459318ff1a68ecfd74522
9/17/2023,43,Blank Space,Taylor Swift,82,231826,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/17/2023,44,Style,Taylor Swift,82,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/17/2023,45,Calm Down (with Selena Gomez),Rema,81,239317,album,22,4/27/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
9/17/2023,46,TULUM,Peso Pluma,92,209415,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
9/17/2023,47,Locked out of Heaven,Bruno Mars,90,233478,album,10,12/7/2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
9/17/2023,48,Die For You,The Weeknd,90,260253,album,18,11/24/2016,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
9/17/2023,49,Anti-Hero,Taylor Swift,93,200690,album,13,10/21/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
9/17/2023,50,Snooze,SZA,91,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
9/18/2023,1,Paint The Town Red,Doja Cat,100,231750,single,1,8/4/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
9/18/2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,184400,single,3,7/14/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
9/18/2023,3,Slime You Out (feat. SZA),Drake & SZA,75,310490,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
9/18/2023,4,Cruel Summer,Taylor Swift,99,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
9/18/2023,5,vampire,Olivia Rodrigo,90,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/18/2023,6,LALA,Myke Towers,98,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
9/18/2023,7,QLONA,KAROL G,91,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/18/2023,8,Strangers,Kenya Grace,89,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
9/18/2023,9,bad idea right?,Olivia Rodrigo,90,184783,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/18/2023,10,LADY GAGA,Peso Pluma,94,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
9/18/2023,11,Dance The Night - From Barbie The Album,Dua Lipa,96,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
9/18/2023,12,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,97,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
9/18/2023,13,Columbia,Quevedo,97,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
9/18/2023,14,get him back!,Olivia Rodrigo,90,211141,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/18/2023,15,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
9/18/2023,16,fukumean,Gunna,96,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
9/18/2023,17,greedy,Tate McRae,76,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
9/18/2023,18,Daylight,David Kushner,95,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
9/18/2023,19,Chaleya,Anirudh Ravichander,74,200373,album,7,9/5/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
9/18/2023,20,Slow Dancing,V,91,187026,single,6,9/8/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
9/18/2023,21,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
9/18/2023,22,As It Was,Harry Styles,92,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
9/18/2023,23,Super Shy,NewJeans,94,154666,single,2,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
9/18/2023,24,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,89,194857,single,1,7/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27302ea9d69484ed871c3e34bea
9/18/2023,25,Sprinter,Dave & Central Cee,95,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
9/18/2023,26,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
9/18/2023,27,Starboy,The Weeknd,92,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
9/18/2023,28,un x100to,Grupo Frontera,81,194563,album,12,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
9/18/2023,29,Primera Cita,Carin Leon,85,186455,album,18,5/19/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
9/18/2023,30,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,89,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
9/18/2023,31,Flowers,Miley Cyrus,94,200600,album,13,3/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
9/18/2023,32,Classy 101,Feid & Young Miko,94,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
9/18/2023,33,all-american bitch,Olivia Rodrigo,89,165833,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/18/2023,34,La Bebe - Remix,Yng Lvcas & Peso Pluma,94,234352,single,2,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
9/18/2023,35,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
9/18/2023,36,Style,Taylor Swift,82,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/18/2023,37,Ella Baila Sola,Eslabon Armado,87,165671,album,16,4/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
9/18/2023,38,Blank Space,Taylor Swift,82,231826,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/18/2023,39,Prada,cassö & RAYE & D-Block Europe,91,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
9/18/2023,40,Holanda,Jhayco,92,231693,single,1,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
9/18/2023,41,Die For You,The Weeknd,89,260253,album,18,11/24/2016,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
9/18/2023,42,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,93,109750,single,1,6/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
9/18/2023,43,Snooze,SZA,91,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
9/18/2023,44,WHERE SHE GOES,Bad Bunny,95,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
9/18/2023,45,Anti-Hero,Taylor Swift,93,200690,album,13,10/21/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
9/18/2023,46,august,Taylor Swift,92,261922,album,16,7/24/2020,FALSE,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
9/18/2023,47,Locked out of Heaven,Bruno Mars,90,233478,album,10,12/7/2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
9/18/2023,48,MI EX TENÍA RAZÓN,KAROL G,87,154374,album,9,8/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/18/2023,49,Sweater Weather,The Neighbourhood,91,240400,album,11,4/19/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
9/18/2023,50,Calm Down (with Selena Gomez),Rema,81,239317,album,22,4/27/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
9/19/2023,1,Paint The Town Red,Doja Cat,100,231750,single,1,8/4/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
9/19/2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,184400,single,3,7/14/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
9/19/2023,3,Cruel Summer,Taylor Swift,99,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
9/19/2023,4,Slime You Out (feat. SZA),Drake & SZA,81,310490,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
9/19/2023,5,vampire,Olivia Rodrigo,91,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/19/2023,6,Strangers,Kenya Grace,89,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
9/19/2023,7,QLONA,KAROL G,91,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/19/2023,8,LALA,Myke Towers,98,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
9/19/2023,9,bad idea right?,Olivia Rodrigo,90,184783,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/19/2023,10,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,97,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
9/19/2023,11,greedy,Tate McRae,80,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
9/19/2023,12,Dance The Night - From Barbie The Album,Dua Lipa,96,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
9/19/2023,13,get him back!,Olivia Rodrigo,90,211141,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/19/2023,14,Columbia,Quevedo,96,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
9/19/2023,15,LADY GAGA,Peso Pluma,94,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
9/19/2023,16,fukumean,Gunna,96,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
9/19/2023,17,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
9/19/2023,18,Daylight,David Kushner,95,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
9/19/2023,19,Slow Dancing,V,91,187026,single,6,9/8/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
9/19/2023,20,Chaleya,Anirudh Ravichander,75,200373,album,7,9/5/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
9/19/2023,21,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
9/19/2023,22,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
9/19/2023,23,As It Was,Harry Styles,92,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
9/19/2023,24,Sprinter,Dave & Central Cee,95,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
9/19/2023,25,Prada,cassö & RAYE & D-Block Europe,91,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
9/19/2023,26,all-american bitch,Olivia Rodrigo,89,165833,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/19/2023,27,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
9/19/2023,28,Starboy,The Weeknd,92,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
9/19/2023,29,Flowers,Miley Cyrus,94,200600,album,13,3/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
9/19/2023,30,Primera Cita,Carin Leon,85,186455,album,18,5/19/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
9/19/2023,31,Super Shy,NewJeans,93,154666,single,2,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
9/19/2023,32,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,89,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
9/19/2023,33,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,89,194857,single,1,7/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27302ea9d69484ed871c3e34bea
9/19/2023,34,Classy 101,Feid & Young Miko,94,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
9/19/2023,35,Die For You,The Weeknd,89,260253,album,18,11/24/2016,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
9/19/2023,36,Holanda,Jhayco,92,231693,single,1,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
9/19/2023,37,un x100to,Grupo Frontera,81,194563,album,12,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
9/19/2023,38,Snooze,SZA,91,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
9/19/2023,39,La Bebe - Remix,Yng Lvcas & Peso Pluma,94,234352,single,2,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
9/19/2023,40,Style,Taylor Swift,82,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/19/2023,41,Blank Space,Taylor Swift,82,231826,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/19/2023,42,WHERE SHE GOES,Bad Bunny,94,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
9/19/2023,43,Ella Baila Sola,Eslabon Armado,87,165671,album,16,4/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
9/19/2023,44,Sweater Weather,The Neighbourhood,91,240400,album,11,4/19/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
9/19/2023,45,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj & Ice Spice & Aqua,93,109750,single,1,6/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737e8f938c02fac3b564931116
9/19/2023,46,Locked out of Heaven,Bruno Mars,90,233478,album,10,12/7/2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
9/19/2023,47,the grudge,Olivia Rodrigo,88,189386,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/19/2023,48,I KNOW ?,Travis Scott,92,211582,album,19,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
9/19/2023,49,Calm Down (with Selena Gomez),Rema,80,239317,album,22,4/27/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
9/19/2023,50,MI EX TENÍA RAZÓN,KAROL G,87,154374,album,9,8/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/20/2023,1,Paint The Town Red,Doja Cat,100,231750,single,1,8/4/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
9/20/2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,98,184400,single,3,7/14/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
9/20/2023,3,Cruel Summer,Taylor Swift,99,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
9/20/2023,4,vampire,Olivia Rodrigo,91,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/20/2023,5,Slime You Out (feat. SZA),Drake & SZA,84,310490,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
9/20/2023,6,Strangers,Kenya Grace,90,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
9/20/2023,7,QLONA,KAROL G,91,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/20/2023,8,LALA,Myke Towers,98,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
9/20/2023,9,bad idea right?,Olivia Rodrigo,90,184783,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/20/2023,10,greedy,Tate McRae,82,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
9/20/2023,11,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,97,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
9/20/2023,12,Dance The Night - From Barbie The Album,Dua Lipa,96,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
9/20/2023,13,Columbia,Quevedo,96,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
9/20/2023,14,fukumean,Gunna,95,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
9/20/2023,15,get him back!,Olivia Rodrigo,91,211141,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/20/2023,16,LADY GAGA,Peso Pluma,94,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
9/20/2023,17,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
9/20/2023,18,Daylight,David Kushner,95,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
9/20/2023,19,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
9/20/2023,20,Slow Dancing,V,92,187026,single,6,9/8/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
9/20/2023,21,As It Was,Harry Styles,92,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
9/20/2023,22,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
9/20/2023,23,Sprinter,Dave & Central Cee,94,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
9/20/2023,24,Chaleya,Anirudh Ravichander,75,200373,album,7,9/5/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
9/20/2023,25,Prada,cassö & RAYE & D-Block Europe,91,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
9/20/2023,26,Flowers,Miley Cyrus,94,200600,album,13,3/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
